age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_date,Days_from,time_from_last_visit,churn_risk_score
22,F,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12,329.81,31999.49,29,753.63,No,Yes,Yes,Solved in Follow-up,Too many ads,2015-11-10,782,267,2
12,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,40.15,11454.82,21,700.25,No,Yes,Yes,No Information Available,Poor Customer Service,2017-10-27,65,253,2
32,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,667.52,48238.79,14,705.3,Yes,Yes,No,Not Applicable,No reason specified,2016-01-27,704,218,2
61,M,Village,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,371.79,4951.56,25,575.2,No,Yes,No,Not Applicable,Poor Customer Service,2015-05-04,972,327,3
32,M,Village,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,117.74,7642.57,20.47079749,640.1,Yes,No,No,Not Applicable,Poor Product Quality,2017-08-30,123,287,3
44,F,City,No Membership,Yes,Without Offers,Both,Fiber_Optic,15,221.69,24442.45,19,949.1443914,No,Yes,No,Not Applicable,Poor Product Quality,2016-07-01,548,356,3
12,F,Village,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18,267.35,19787.02,28,767,Yes,Yes,Yes,Unsolved,No reason specified,2015-09-20,833,416,2
48,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,98.75,64599.28,4,774.5,Yes,No,Yes,Solved in Follow-up,Reasonable Price,2016-05-31,579,361,1
11,M,Village,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,13,372.14,16749.53,16,649.71,No,Yes,Yes,Unsolved,Poor Product Quality,2017-02-18,316,292,3
19,F,City,Premium Membership,Yes,Without Offers,Smartphone,Wi-Fi,12,102.35,6499.9,20,798.72,No,Yes,Yes,Unsolved,Poor Website,2016-08-25,493,280,2
13,M,City,Basic Membership,Yes,Without Offers,Both,Fiber_Optic,15,757.95,30366.26,10,630.75,No,Yes,Yes,No Information Available,Poor Website,2015-05-22,954,358,3
29,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6,442.61,35873.23,19,1066.684901,Yes,Yes,No,Not Applicable,Products always in Stock,2015-07-15,900,127,1
12,M,City,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,20,32.53,6891.67,17,54.87477526,Yes,No,No,Not Applicable,Too many ads,2017-07-04,180,480,3
44,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19,193.12,20258.61,23,1053.755513,Yes,No,No,Not Applicable,Poor Product Quality,2015-11-08,784,453,3
33,F,City,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,10,143.71,36106,26,689.8,Yes,No,No,Not Applicable,No reason specified,2017-09-16,106,219,3
57,F,Village,Premium Membership,Yes,Without Offers,Smartphone,Wi-Fi,12,1185.20635,35227.14,16,774.04,No,Yes,Yes,No Information Available,No reason specified,2015-04-05,1001,278,2
26,F,City,Premium Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,18,34.3,36957.18,6,419.4475709,No,Yes,Yes,Unsolved,Poor Website,2016-03-27,644,423,2
55,F,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,261.2,23920.51,12,734.99,No,Yes,No,Not Applicable,Poor Customer Service,2017-11-12,49,535,2
19,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8,158.84,4918.4,27,706.76,Yes,No,Yes,Solved in Follow-up,Too many ads,2017-02-17,317,185,3
22,M,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,14,30.66,7170.81,10,534.86,No,Yes,No,Not Applicable,No reason specified,2015-03-03,1034,319,3
12,F,Village,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,12,303,24984.04,18,1020.305569,No,Yes,No,Not Applicable,Poor Product Quality,2016-10-18,439,288,2
51,M,City,Platinum Membership,Yes,Without Offers,Desktop,Wi-Fi,14,301.33,7937.68,14,743.72,No,Yes,Yes,No Information Available,Poor Website,2017-03-22,284,335,2
26,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,114.59,77335.61,4,808.91,Yes,No,Yes,No Information Available,Products always in Stock,2017-11-23,38,252,1
64,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,4,60.17,18293.02,24,1010.759115,Yes,No,No,Not Applicable,Too many ads,2016-01-04,727,86,3
24,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,24,70.22,11778.37,24,705.7,Yes,No,Yes,Solved,Poor Product Quality,2016-02-09,691,557,2
10,F,City,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,19,31.68,30599.35,9,639.94,No,Yes,No,Not Applicable,Poor Product Quality,2017-07-30,154,456,3
37,F,City,Platinum Membership,Yes,Without Offers,Both,Fiber_Optic,10,547.93,16411.66,11,793.53,Yes,No,Yes,Solved,Poor Website,2016-11-11,415,237,2
21,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,285.59,28517.01,24,712.27,Yes,No,Yes,Solved,Poor Website,2017-04-05,270,429,3
16,M,Village,Silver Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,6,213.89,2932.46,23,782.99,Yes,No,Yes,Solved,Too many ads,2015-07-12,903,138,2
30,F,City,Silver Membership,Yes,Without Offers,Smartphone,Fiber_Optic,13,460.45,28420.48,6,700.57,Yes,No,Yes,No Information Available,Too many ads,2017-12-21,10,290,2
11,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,456.72,32149.12,18,796.79,No,Yes,No,Not Applicable,Too many ads,2015-01-13,1083,269,2
24,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,25,34.22,66649.14,3,736.74,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,2016-07-12,537,600,1
27,F,City,Basic Membership,No,Without Offers,Both,Wi-Fi,15,419.67,7714.6,21,662.41,No,Yes,Yes,Solved in Follow-up,Poor Website,2016-01-19,712,355,3
64,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,64.6,30279.84,12,768.08,Yes,No,Yes,Solved in Follow-up,Poor Website,2017-02-03,331,285,2
43,F,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,16,256.21,12455.72,29,572.74,No,Yes,No,Not Applicable,No reason specified,2016-10-06,451,366,3
63,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21,71.56,49600.41,25,784.22,No,Yes,Yes,Solved,Too many ads,2015-05-03,973,483,2
61,M,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,20,39.47,43835.41,6,554.84,Yes,No,No,Not Applicable,Poor Website,2015-09-13,840,467,3
44,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,181.94,48344.7,5,643.81,No,Yes,Yes,Solved in Follow-up,Poor Website,2015-06-20,925,55,3
29,M,City,Platinum Membership,No,,Desktop,Wi-Fi,14,196.24,27934.31,25,799.46,No,Yes,Yes,Solved,No reason specified,2016-10-13,444,328,2
36,M,Town,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,13,1411.001297,20282.5,29,698.18,Yes,Yes,No,Not Applicable,No reason specified,2017-05-06,239,306,3
56,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,33.95,22335.87,5,784.45,No,Yes,No,Not Applicable,Too many ads,2016-11-07,419,475,2
25,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,39.98,48553.41,22,707.55,No,Yes,Yes,Solved,Poor Product Quality,2015-12-30,732,544,2
13,F,Village,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,23,1399.780943,65001.56,3,775.53,Yes,No,No,Not Applicable,Quality Customer Care,2016-05-23,587,546,1
50,M,Town,Premium Membership,Yes,Without Offers,Smartphone,Wi-Fi,3,57.71,9183.03,14,793.04,Yes,No,Yes,Solved,No reason specified,2017-05-31,214,54,2
57,F,Village,Silver Membership,No,Without Offers,Desktop,Mobile_Data,16,31.03,37611.89,20,765.48,No,Yes,No,Not Applicable,Too many ads,2017-04-19,256,381,2
16,F,Village,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5,99.73,28844.26,24,643.4,No,Yes,Yes,No Information Available,Poor Product Quality,2015-03-24,1013,109,3
18,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,9,516.79,2800.89,14,816.81,Yes,No,No,Not Applicable,Quality Customer Care,2016-07-14,535,205,1
55,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,6,663.77,1596.36,20,1153.268486,Yes,No,Yes,Solved,Poor Product Quality,2016-08-28,490,125,3
63,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,25,108.42,10809.35,28,768.55,No,Yes,Yes,Solved,Poor Customer Service,2017-12-09,22,588,2
20,M,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,9,183.65,39875.41,17,646.18,No,Yes,No,Not Applicable,Poor Website,2017-04-25,250,213,3
63,M,City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,168.42,26373.31,5,711.65,Yes,No,No,Not Applicable,No reason specified,2016-12-22,374,229,2
64,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9,359.52,35577.93,17,745.71,Yes,No,Yes,Solved,Poor Website,2017-11-06,55,213,2
18,F,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24,187.99,28324.5,16,184.2024384,No,Yes,Yes,Unsolved,No reason specified,2016-11-07,419,572,2
58,M,City,No Membership,Yes,Without Offers,Desktop,Wi-Fi,20,34.55,6496.19,26,227.5332564,No,Yes,Yes,Solved in Follow-up,No reason specified,2016-04-22,618,478,3
33,F,City,Premium Membership,No,Without Offers,Both,Fiber_Optic,14,407.64,52436.93,13,782.66,No,Yes,No,Not Applicable,Reasonable Price,2015-11-30,762,325,1
55,F,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12,55.36,2706.38,9,799.39,No,Yes,No,Not Applicable,User Friendly Website,2015-02-08,1057,276,1
39,M,City,Gold Membership,No,Without Offers,Desktop,Wi-Fi,14,95.3,31877.25,22,620.86,Yes,No,No,Not Applicable,Poor Product Quality,2015-10-10,813,323,3
35,M,Town,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,9,124.13,42095.5,12,669.06,Yes,No,Yes,No Information Available,Too many ads,2017-08-24,129,200,3
58,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10,34.28,18843.06,27,710.28,No,Yes,No,Not Applicable,Poor Website,2015-01-11,1085,219,3
32,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,21,391.72,30164.86,22,577.32,Yes,Yes,Yes,Solved,No reason specified,2017-08-17,136,500,3
24,F,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,51.76,34140.78,29,722.8,No,Yes,Yes,No Information Available,No reason specified,2015-12-15,747,339,2
42,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,270.05,22596.61,28,657.04,Yes,Yes,Yes,No Information Available,No reason specified,2015-07-22,893,252,3
37,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,4,462.93,25598.24,6,780.45,No,Yes,No,Not Applicable,Too many ads,2017-03-07,299,75,2
27,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,38.48,49548.39,28,652.18,No,Yes,Yes,Solved in Follow-up,Too many ads,2017-11-22,39,472,3
57,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,16,42.48,39420.27,5,311.2233123,No,Yes,No,Not Applicable,Poor Customer Service,2017-07-19,165,364,3
45,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,370.2,30206.31,40.17907614,628.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,2017-10-31,61,307,3
63,M,Town,Platinum Membership,Yes,Without Offers,Both,Mobile_Data,5,345.62,8344.17,19,763.95,Yes,No,No,Not Applicable,Poor Website,2017-10-20,72,99,2
17,M,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22,311.55,9935.18,23,637.65,Yes,Yes,No,Not Applicable,Poor Product Quality,2016-04-08,632,508,3
21,M,Town,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,21,133.06,45552.83,13,750.76,Yes,No,Yes,Solved in Follow-up,Too many ads,2017-11-30,31,492,2
32,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,4,86.37,43554.02,16,711.01,No,Yes,No,Not Applicable,Too many ads,2015-07-25,890,84,3
42,F,Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,11,32.18,17784.29,24,546.44,No,Yes,No,Not Applicable,Poor Customer Service,2016-12-31,365,248,3
29,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,4,669,32507.36,8,515.11,Yes,Yes,No,Not Applicable,No reason specified,2017-12-07,24,80,3
48,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22,119.57,28056.83,5,677.18,Yes,No,Yes,No Information Available,Too many ads,2015-03-23,1014,509,3
55,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,25,144.82,40492.76,10,1032.013006,Yes,No,No,Not Applicable,No reason specified,2016-06-26,553,590,3
34,M,Village,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22,106.99,33022.75,6,610.46,No,Yes,Yes,Unsolved,Poor Customer Service,2016-10-25,432,509,3
46,F,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,4,68.12,39489.87,19,787.21,No,Yes,No,Not Applicable,Poor Customer Service,2016-06-17,562,90,2
43,M,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,32.85,5727.56,29,671.56,No,Yes,Yes,Solved,Too many ads,2017-08-13,140,292,3
28,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18,41.21,23337.39,6,270.852953,Yes,No,No,Not Applicable,Too many ads,2017-03-24,282,417,3
50,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,15,314.12,30126.02,20,531.14,Yes,No,Yes,Solved,No reason specified,2015-10-04,819,342,3
62,M,Town,Premium Membership,Yes,Without Offers,Desktop,Fiber_Optic,6,158.38,40552.83,11,792.07,Yes,No,No,Not Applicable,No reason specified,2017-12-07,24,140,2
63,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,34.58,48596.39,8,640.19,Yes,No,No,Not Applicable,Poor Website,2016-01-08,723,379,3
45,F,City,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,14,189.77,46219.2,27,1098.338106,Yes,No,Yes,No Information Available,Poor Product Quality,2016-08-08,510,315,3
38,M,City,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,13,219.81,23987.2,19,602.59,Yes,No,No,Not Applicable,Poor Website,2016-01-16,715,302,3
27,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,16,2492.44182,35664.62,22,651.44,Yes,No,No,Not Applicable,No reason specified,2017-12-15,16,364,3
10,M,City,No Membership,No,Without Offers,Desktop,Wi-Fi,10,164.47,41836.67,12,613.9,Yes,No,Yes,Solved,Poor Customer Service,2015-11-15,777,238,3
55,M,City,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,1,104.89,66842.01,4,847.78,No,Yes,No,Not Applicable,User Friendly Website,2017-08-14,139,9,1
36,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9,155.34,18875.52,15,703.66,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,2015-01-31,1065,195,3
20,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11,718.07,23847.9,17,330.6518118,No,Yes,Yes,Unsolved,Poor Product Quality,2016-07-05,544,260,3
23,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,14,120.94,20864.22,14,779.76,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,2017-07-04,180,334,2
21,F,Town,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,15,83.6,35143.44,11,628.84,No,Yes,No,Not Applicable,Poor Product Quality,2016-01-07,724,359,3
29,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,1,121.57,23752.15,20,674.2,No,Yes,No,Not Applicable,Too many ads,2015-05-28,948,15,3
34,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14,49.4,46548.2,20,640.24,No,Yes,No,Not Applicable,Too many ads,2016-04-04,636,328,3
16,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Fiber_Optic,9,84.42,40533.1,19,715.28,No,Yes,Yes,Solved,Too many ads,2015-01-19,1077,208,2
35,M,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,8,132.38,11082.88,7,623.07,Yes,No,No,Not Applicable,Poor Website,2016-10-13,444,180,3
23,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,5,174.23,43865.47,9,752.03,No,Yes,No,Not Applicable,Reasonable Price,2017-09-15,107,98,1
36,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,1,498.43,5429.35,22,711.84,No,Yes,Yes,Unsolved,No reason specified,2017-12-24,7,11,2
10,M,Town,Premium Membership,Yes,Without Offers,Smartphone,Fiber_Optic,14,122.56,28671.29,36.97817009,718.18,No,Yes,Yes,Solved in Follow-up,Too many ads,2015-04-02,1004,317,2
62,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,203.4,21120.42,15,650.36,No,Yes,No,Not Applicable,Too many ads,2015-12-29,733,337,3
60,M,City,No Membership,No,Without Offers,Smartphone,Wi-Fi,18,1064.640795,9434.87,5.477334341,520.92,No,Yes,No,Not Applicable,Poor Customer Service,2017-03-09,297,415,3
55,F,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,17,32.04,49796.34,10,619.72,No,Yes,Yes,Solved,No reason specified,2017-11-20,41,394,3
64,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,6,685.14,7591.45,6,627.56,Yes,Yes,No,Not Applicable,Poor Website,2015-10-04,819,140,3
28,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,265.76,73867.84,11,727.78,Yes,Yes,No,Not Applicable,Products always in Stock,2016-12-12,384,318,1
25,F,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,12,32.29,2116.66,28,660.63,No,Yes,Yes,Unsolved,Poor Website,2016-03-28,643,283,3
16,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,56.97,30570.54,10,661.82,Yes,No,Yes,Unsolved,Poor Product Quality,2017-03-07,299,228,3
11,F,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,12,105.7,36192.85,17,713.47,No,Yes,No,Not Applicable,User Friendly Website,2017-12-23,8,277,1
21,M,City,No Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,11,511.41,49332.69,11,597.78,Yes,No,No,Not Applicable,Poor Product Quality,2017-07-19,165,249,3
36,F,Village,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,287.36,89272.47,5,774.44,Yes,Yes,No,Not Applicable,Products always in Stock,2015-01-03,1093,232,1
56,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,15,414.27,8411.65,10,601.59,No,Yes,Yes,Unsolved,Poor Product Quality,2017-02-05,329,349,3
59,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,137.54,24630.46,9,509.09,Yes,No,No,Not Applicable,No reason specified,2016-12-13,383,350,3
61,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,9,398.5,40846.61,8,653.34,No,Yes,No,Not Applicable,Poor Product Quality,2015-03-15,1022,204,3
30,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,70.98,25328.28,5,759.7,No,Yes,No,Not Applicable,Poor Product Quality,2017-12-28,3,273,2
58,M,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,136.75,12168.43,18,794.4562473,Yes,No,No,Not Applicable,Too many ads,2015-03-14,1023,220,3
38,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,168.91,10192.81,16,613.23,Yes,No,No,Not Applicable,Poor Website,2017-05-27,218,189,3
50,F,Town,No Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,18,303.67,28182.36,20,606.83,No,Yes,No,Not Applicable,Poor Product Quality,2016-04-03,637,414,3
43,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11,1307.65,12756.99,7,759.5010145,Yes,Yes,Yes,Solved in Follow-up,Too many ads,2016-11-20,406,251,3
59,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,15,259.34,19036.86,11,314.8436359,Yes,Yes,No,Not Applicable,Poor Product Quality,2015-04-22,984,358,2
53,M,Town,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,2,1408.104085,60921.98,12,785.57,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,2017-05-03,242,30,1
59,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10,200.32,38326.71,25,762.24,Yes,Yes,Yes,No Information Available,Poor Website,2017-12-10,21,238,2
59,M,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10,327.93,44694.95,8,697.57,Yes,Yes,No,Not Applicable,Poor Website,2015-06-08,937,227,3
49,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14,230.67,21679.9,24,741.9,Yes,No,No,Not Applicable,Too many ads,2015-02-19,1046,324,2
36,M,Town,Platinum Membership,Yes,Without Offers,Smartphone,Wi-Fi,21,31.52,37921.96,8,735.1026919,No,Yes,Yes,No Information Available,No reason specified,2017-09-29,93,485,2
58,F,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,17,183.84,10371.16,14,950.7524262,No,Yes,No,Not Applicable,No reason specified,2016-05-29,581,388,3
57,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11,34.47,11186.27,12,794.8,Yes,No,Yes,Solved in Follow-up,Too many ads,2017-10-28,64,245,2
39,M,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14,33.22,41825.86,10,718.68,Yes,No,No,Not Applicable,Poor Customer Service,2016-05-27,583,332,2
23,M,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,19,159.17,31570.3,29,609.46,No,Yes,No,Not Applicable,Poor Product Quality,2015-01-30,1066,446,3
38,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,19,34.79,30820.83,23,631.83,Yes,No,Yes,Unsolved,Poor Customer Service,2016-09-19,468,439,3
47,F,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,7,66.09,78036.62,11,1218.530004,No,Yes,Yes,Solved,User Friendly Website,2015-11-05,787,156,1
48,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21,125.03,82515.15,16,573.5134973,Yes,No,No,Not Applicable,User Friendly Website,2015-06-15,930,486,1
29,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,292.15,39848.97,27,568.32,Yes,No,No,Not Applicable,No reason specified,2015-03-22,1015,280,3
30,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20,112.86,33716.37,18,694.85,No,Yes,Yes,Unsolved,No reason specified,2017-04-25,250,460,3
39,F,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20,933.9251032,26568.44,24,759.61,Yes,No,Yes,Solved in Follow-up,Poor Website,2017-04-19,256,470,2
16,F,City,Platinum Membership,No,Without Offers,Both,Wi-Fi,8,480.37,16258.06,20,785.65,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,2017-11-03,58,173,2
51,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,15,286.84,11168.3,5,771.08,Yes,No,Yes,Unsolved,Poor Product Quality,2015-09-08,845,356,2
40,F,Village,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23,76.67,1318.28,10,605.66,Yes,No,No,Not Applicable,Poor Customer Service,2016-07-23,526,550,3
53,F,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7,440.12,43652.03,16,765.82,Yes,No,No,Not Applicable,No reason specified,2017-09-10,112,166,2
40,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,5,1109.517363,38801.44,3,771.05,No,Yes,No,Not Applicable,User Friendly Website,2017-03-08,298,115,1
49,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,130.98,5840.09,6,740.9,Yes,No,Yes,No Information Available,Poor Website,2015-06-05,940,434,2
49,F,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,36.92,35301.25,11,780.06,No,Yes,No,Not Applicable,No reason specified,2016-11-30,396,152,2
28,M,City,Platinum Membership,Yes,Without Offers,Desktop,Mobile_Data,16,343.89,45754.57,53.08580674,771,No,Yes,Yes,No Information Available,Too many ads,2015-04-01,1005,361,2
22,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,68.55,1737.08,26,624.7,Yes,No,No,Not Applicable,No reason specified,2015-11-26,766,216,3
25,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,25,591.47,46254.91,7,828.7,No,Yes,No,Not Applicable,User Friendly Website,2017-10-31,61,583,1
20,M,City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5,222.07,11374.29,28,598.6,Yes,No,Yes,Solved,Poor Product Quality,2016-04-11,629,99,3
43,M,Village,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6,501.69,55988.3,4,724.45,No,Yes,Yes,Unsolved,User Friendly Website,2017-10-01,91,138,1
11,M,Town,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,17,33.29,39438.3,25,274.3608999,No,Yes,No,Not Applicable,Poor Product Quality,2015-08-08,876,401,3
50,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21,338.97,45157.93,2,762.71,Yes,Yes,Yes,Solved,User Friendly Website,2015-08-29,855,504,1
15,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,83.16,14167.06,14,701.8,Yes,No,No,Not Applicable,No reason specified,2015-06-05,940,182,2
